Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Naive Bayes,0.5116279069767442,0.47674418604651164,0.5116279069767442,0.45059159526723785,0.7523809523809524,0.5116279069767442,0.43175235336712514,0.813953488372093
