Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Random Forest,0.8676493167511131,0.77578125,0.6332908163265306,0.6973314606741573,0.920707050514847,0.8676493167511131,0.27593760962423375,0.13235068324888685
