Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Random Forest,0.7906976744186046,0.7993440667859274,0.7906976744186046,0.788704318936877,0.9190476190476191,0.7906976744186046,0.7976104272266473,0.32558139534883723
