Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Naive Bayes,0.7515657620041754,0.7823747154722364,0.7515657620041754,0.746475579969291,0.9148148148148146,0.7515657620041754,0.6335708821516286,0.32150313152400833
