Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Logistic Regression,0.8095,0.6326530612244898,0.15233415233415235,0.24554455445544557,0.7751649955039785,0.8095,-0.17528931088253108,0.1905
