Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Random Forest,0.9206680584551148,0.9226706956119899,0.9206680584551148,0.9211129098930492,0.9928976034858389,0.9206680584551148,0.7052036420317613,0.16701461377870563
