Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Fidelity,R2_Score,Mean Absolute Error
Random Forest,0.867,0.8078602620087336,0.45454545454545453,0.5817610062893082,0.8569339755780434,0.867,0.17945680657545082,0.133
